PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood
1178,Gato,Poodle,134,Orange,Small,12.312495124626196,1,1,44,312,0,0
1179,Gato,Labrador,4,White,Medium,6.641891121297427,1,0,70,96,0,1
1180,Conejo,Persian,108,White,Medium,22.21870836483697,1,1,65,280,1,0
1181,Perro,Siamese,115,White,Medium,5.470278205753691,0,0,25,109,1,0
1182,Ave,Labrador,29,Gray,Large,25.81366626020345,1,0,16,36,0,1
1183,Conejo,Golden Retriever,59,Orange,Medium,15.925416197502999,1,0,15,39,0,1
1184,Perro,Persian,125,Brown,Small,4.06531751249972,1,0,81,84,0,0
1185,Gato,Labrador,98,Black,Large,21.128097672398546,1,0,3,301,0,1
1186,Gato,Labrador,17,Brown,Small,16.055728147661675,1,0,67,187,0,1
1187,Perro,Siamese,107,Gray,Large,9.643669582049476,0,0,37,239,1,0
1188,Ave,Golden Retriever,43,White,Large,13.253642026491791,0,0,81,357,0,0
1189,Gato,Parakeet,80,Black,Large,9.651794564037464,0,0,55,487,0,0
1190,Gato,Parakeet,162,Gray,Large,8.627749236540737,1,1,38,353,1,0
1191,Gato,Labrador,8,Gray,Small,5.744644204467654,1,0,63,18,0,1
1192,Perro,Poodle,141,Gray,Medium,11.5202468609868,1,0,1,346,0,1
1193,Conejo,Golden Retriever,106,Black,Small,8.278628983166051,0,0,71,392,0,0
1194,Gato,Persian,8,Black,Medium,20.819600124563596,1,1,19,324,0,1
1195,Conejo,Poodle,96,Orange,Small,20.832425493735883,1,0,52,260,1,0
1196,Ave,Poodle,94,Orange,Large,15.553367034113514,1,0,30,472,0,0
1197,Gato,Golden Retriever,65,Brown,Large,23.56039129663931,1,0,55,409,0,0
1198,Gato,Labrador,171,Black,Medium,25.398851851175397,0,0,14,402,0,1
1199,Ave,Labrador,39,Black,Medium,17.81322726559392,1,0,13,157,0,1
1200,Gato,Labrador,81,Black,Small,18.949119720139578,1,0,84,483,1,1
1201,Conejo,Labrador,84,Orange,Medium,9.20369138380459,0,1,27,303,1,0
1202,Perro,Parakeet,88,Gray,Small,26.951206820460072,1,1,89,111,1,0
1203,Conejo,Labrador,86,White,Medium,1.701975288253365,0,0,9,143,0,1
1204,Perro,Parakeet,93,Orange,Medium,11.109471613842524,1,1,41,255,0,0
1205,Perro,Parakeet,86,Black,Medium,21.932212224945825,1,0,48,454,0,1
1206,Conejo,Labrador,44,Orange,Large,3.322595780463676,0,1,12,17,0,0
1207,Conejo,Siamese,137,Brown,Large,6.311916295420486,1,0,10,183,0,0
1208,Conejo,Persian,165,Black,Small,18.089286108022684,1,0,6,404,0,0
1209,Conejo,Poodle,74,Brown,Medium,17.23981647244318,0,1,34,286,1,0
1210,Ave,Parakeet,36,Black,Small,22.428920587797695,1,1,52,384,0,0
1211,Gato,Golden Retriever,101,Orange,Medium,24.56576653355698,0,0,41,130,0,0
1212,Perro,Golden Retriever,156,Gray,Large,4.728807776838405,1,0,83,478,0,0
1213,Conejo,Persian,170,White,Large,1.5330487034820195,0,0,6,280,0,0
1214,Conejo,Golden Retriever,171,Brown,Medium,20.999517070108276,0,1,2,244,0,0
1215,Conejo,Siamese,170,Orange,Medium,9.740362077224418,0,0,15,7,0,0
1216,Ave,Golden Retriever,104,Gray,Large,19.153533503620654,0,0,17,192,0,0
1217,Conejo,Poodle,66,Orange,Large,5.365793053804516,1,0,16,317,0,0
1218,Conejo,Poodle,55,Brown,Small,14.602161353312924,0,0,28,390,1,0
1219,Conejo,Parakeet,176,White,Large,15.62831763583967,1,0,85,6,0,0
1220,Gato,Labrador,91,Orange,Medium,17.96725667482327,0,0,72,135,0,1
1221,Ave,Siamese,22,Black,Small,15.881930473586367,0,0,10,18,0,0
1222,Conejo,Parakeet,101,Gray,Medium,15.375032336632703,1,0,10,400,0,1
1223,Perro,Siamese,155,Orange,Small,10.649290465531811,1,0,10,138,1,0
1224,Perro,Labrador,121,Gray,Medium,3.0642268532245005,1,0,73,366,0,1
1225,Perro,Golden Retriever,93,Black,Large,3.596085707108427,1,0,28,488,0,0
1226,Ave,Golden Retriever,108,White,Medium,13.579569957807456,0,0,24,176,1,0
1227,Ave,Labrador,141,White,Small,11.318000706808798,1,0,19,10,0,1
1228,Perro,Parakeet,173,Black,Medium,15.967909335560435,0,0,68,485,0,0
1229,Conejo,Labrador,10,Gray,Small,9.840306908431742,0,0,56,40,0,1
1230,Ave,Persian,9,Orange,Medium,20.949392652204406,1,0,67,445,0,1
1231,Perro,Poodle,155,Black,Large,26.054689838275806,1,0,42,113,1,0
1232,Perro,Parakeet,34,Brown,Large,9.667032474819163,1,0,12,179,0,0
1233,Conejo,Siamese,129,Gray,Medium,6.596536230231829,0,1,18,193,0,0
1234,Gato,Persian,160,White,Medium,4.369236653368585,1,0,23,195,0,1
1235,Ave,Parakeet,89,Black,Medium,18.871367176553562,1,1,84,497,0,0
1236,Conejo,Labrador,93,White,Small,13.871823743076513,1,0,6,347,0,1
1237,Perro,Labrador,71,Gray,Medium,6.452455798692379,0,1,53,224,0,0
1238,Perro,Labrador,67,White,Medium,19.940965265463806,0,0,42,330,0,1
1239,Conejo,Labrador,148,Black,Small,5.306012307153248,1,0,66,322,0,1
1240,Ave,Siamese,117,Gray,Large,17.074720469590623,1,1,30,423,1,0
1241,Gato,Persian,94,Brown,Medium,16.287303067132676,1,0,9,260,0,1
1242,Gato,Golden Retriever,163,Black,Medium,22.292606234396416,1,0,42,115,0,1
1243,Perro,Poodle,99,Orange,Large,2.5981795582793357,0,0,34,468,0,0
1244,Ave,Siamese,113,Black,Large,26.74831502368858,1,1,40,149,1,0
1245,Gato,Siamese,103,Gray,Small,21.386760058257764,1,0,88,117,1,0
1246,Ave,Golden Retriever,91,Black,Medium,7.267653952114104,0,0,17,164,1,0
1247,Ave,Golden Retriever,90,Brown,Medium,6.31875510968245,0,0,29,251,0,0
1248,Perro,Poodle,17,Brown,Small,13.51814621016972,1,0,50,266,1,1
1249,Gato,Poodle,18,Orange,Large,24.70939455679331,1,0,76,43,0,1
1250,Conejo,Golden Retriever,173,White,Small,25.445549801034108,1,0,49,469,0,0
1251,Perro,Labrador,116,Gray,Large,16.093226672042107,0,1,73,488,0,0
1252,Gato,Siamese,93,Gray,Small,25.963515017915388,1,0,61,180,1,0
1253,Gato,Parakeet,91,White,Large,1.1578675665590266,0,0,83,76,1,0
1254,Gato,Poodle,82,Brown,Small,2.0200643144163015,1,0,46,373,1,0
1255,Gato,Poodle,68,Brown,Large,27.44282621546554,1,0,46,115,1,0
1256,Gato,Golden Retriever,114,Black,Large,23.484625966691564,0,0,17,444,0,0
1257,Ave,Persian,1,Orange,Large,14.070475689261185,0,0,66,66,0,0
1258,Perro,Parakeet,58,Orange,Large,22.854693812861626,1,0,5,12,0,0
1259,Ave,Parakeet,154,Orange,Large,28.713544389979226,1,0,54,91,1,0
1260,Conejo,Poodle,109,Black,Medium,23.390596192557265,0,0,16,245,0,0
1261,Gato,Labrador,148,Orange,Large,25.428768680731338,1,0,81,266,1,1
1262,Perro,Persian,116,White,Medium,23.05759086031179,1,0,7,138,0,1
1263,Gato,Parakeet,87,Black,Large,5.878121680572706,0,0,8,340,0,0
1264,Perro,Poodle,10,White,Medium,25.173649179726365,1,0,72,243,0,1
1265,Ave,Parakeet,59,Black,Medium,6.658155780702091,1,0,87,340,0,1
1266,Perro,Persian,41,Orange,Small,26.885728513280263,1,1,82,390,1,0
1267,Conejo,Persian,105,White,Large,14.300847044351201,1,0,38,272,0,0
1268,Conejo,Siamese,133,White,Small,20.632325817019826,0,0,54,303,0,0
1269,Perro,Golden Retriever,122,White,Small,15.41998458853866,1,0,76,397,0,0
1270,Perro,Golden Retriever,145,Black,Large,3.725736953081459,1,1,15,190,0,0
1271,Perro,Poodle,22,Gray,Small,9.430946920999288,1,0,50,447,0,1
1272,Perro,Persian,98,Orange,Large,29.528223765913175,1,1,56,96,0,0
1273,Conejo,Siamese,169,White,Small,28.860727798424705,0,0,9,330,1,0
1274,Gato,Siamese,68,Gray,Large,10.294120032010872,1,1,8,204,0,0
1275,Perro,Parakeet,139,Orange,Large,29.892607323111548,1,0,19,448,0,0
1276,Perro,Parakeet,56,Orange,Large,25.52098466941009,0,0,51,417,0,0
1277,Conejo,Siamese,179,White,Medium,18.717825483535385,1,0,72,136,0,1
1278,Conejo,Parakeet,149,White,Small,2.163613987569275,1,1,57,76,0,0
1279,Ave,Persian,99,Black,Medium,27.141958056613007,1,0,68,383,0,1
1280,Perro,Labrador,76,Gray,Small,17.165449098665274,0,0,31,36,0,0
1281,Ave,Persian,26,Gray,Small,26.185808384880318,0,0,3,285,0,0
1282,Conejo,Siamese,115,White,Small,25.198444477266527,1,0,83,424,0,0
1283,Conejo,Siamese,147,Orange,Medium,25.157180240831497,1,0,43,428,1,1
1284,Gato,Persian,109,White,Small,21.247041960732247,1,0,29,484,1,0
1285,Perro,Parakeet,47,Orange,Medium,9.45103902160541,1,0,10,302,0,1
1286,Ave,Parakeet,71,Orange,Large,10.748647474591076,0,1,12,134,0,0
1287,Conejo,Golden Retriever,154,White,Small,9.945607164897904,1,0,46,141,0,0
1288,Conejo,Siamese,40,Brown,Small,1.5813339864443763,1,0,30,253,0,0
1289,Ave,Poodle,133,Gray,Large,17.894498367229524,1,0,82,47,1,0
1290,Gato,Golden Retriever,149,Orange,Large,21.266176442934952,0,1,88,254,1,0
1291,Conejo,Parakeet,132,Orange,Small,25.762113812230904,0,0,32,133,0,0
1292,Perro,Persian,23,Brown,Large,5.064797568099181,1,0,73,289,0,1
1293,Conejo,Parakeet,106,Black,Medium,16.78131132032725,0,1,47,207,0,0
1294,Perro,Persian,84,Brown,Medium,1.232236079539703,0,0,88,498,0,0
1295,Ave,Golden Retriever,143,Brown,Small,3.7577157836111548,0,0,63,100,1,0
1296,Perro,Siamese,116,Orange,Medium,2.572140581973799,1,0,26,483,0,1
1297,Ave,Parakeet,109,Gray,Medium,22.03886298644912,1,1,3,45,0,0
1298,Perro,Persian,136,Brown,Small,3.3507273524504915,1,0,23,442,0,0
1299,Ave,Siamese,41,Black,Large,21.77713646520491,0,0,75,69,0,0
1300,Perro,Poodle,112,White,Small,8.239116427906918,1,0,74,135,0,0
1301,Gato,Persian,147,Brown,Medium,26.453675860211245,0,0,50,279,0,0
1302,Perro,Golden Retriever,112,Brown,Small,24.58134966255061,1,1,36,66,0,0
1303,Perro,Poodle,103,Black,Small,28.77707630678302,1,0,13,3,1,0
1304,Gato,Poodle,46,Gray,Medium,26.629098448282924,1,0,29,223,1,1
1305,Conejo,Labrador,156,Brown,Medium,28.06655315437407,0,1,38,0,0,0
1306,Conejo,Parakeet,68,Brown,Small,25.903529498885923,0,0,77,289,1,0
1307,Perro,Persian,122,Gray,Medium,21.108075117830808,1,0,84,108,0,1
1308,Gato,Poodle,15,Black,Medium,5.9375154116376425,1,1,5,264,1,1
1309,Perro,Labrador,165,Brown,Medium,8.879518046768695,0,0,20,62,1,1
1310,Ave,Golden Retriever,129,Gray,Medium,7.169082017777919,1,0,78,459,0,1
1311,Ave,Siamese,111,Brown,Medium,18.503987842087962,1,0,14,265,1,1
1312,Perro,Persian,24,White,Medium,15.60497820123444,1,0,8,137,0,1
1313,Conejo,Poodle,27,Orange,Large,26.145319917594286,1,1,48,433,0,0
1314,Conejo,Parakeet,40,White,Small,28.627513128473193,0,0,13,43,0,0
1315,Perro,Labrador,164,Brown,Medium,12.740936798926185,0,0,24,373,1,1
1316,Perro,Poodle,24,Black,Small,15.684166045143558,0,0,79,431,1,0
1317,Ave,Parakeet,24,Orange,Large,29.173974347320037,1,0,65,470,0,0
1318,Conejo,Poodle,4,White,Medium,9.010929307071162,0,1,86,261,0,0
1319,Perro,Persian,67,Gray,Small,23.979332485405596,1,0,34,215,0,0
1320,Ave,Persian,34,Black,Medium,7.531957167722142,0,1,51,120,1,0
1321,Conejo,Persian,177,White,Medium,20.762343347332887,1,0,3,151,0,1
1322,Gato,Golden Retriever,116,Gray,Medium,8.35485320151836,1,0,78,212,1,1
1323,Ave,Golden Retriever,23,Brown,Medium,26.62826827611022,0,0,58,233,0,1
1324,Conejo,Labrador,109,Gray,Medium,17.28286036836363,0,1,72,350,0,0
1325,Conejo,Persian,69,White,Medium,6.392075585357153,1,0,55,110,0,1
1326,Ave,Parakeet,95,White,Medium,7.506706095256095,0,0,80,441,1,0
1327,Gato,Poodle,62,Brown,Large,15.321626675534908,0,0,42,360,0,0
1328,Ave,Siamese,169,Gray,Large,28.886458741671486,0,0,21,319,1,0
1329,Conejo,Parakeet,57,Gray,Medium,23.31962275262598,1,0,10,221,0,1
1330,Perro,Golden Retriever,54,Brown,Medium,15.160979641949508,1,1,57,439,0,0
1331,Perro,Golden Retriever,70,Gray,Large,10.793855192304296,1,0,25,225,1,0
1332,Ave,Parakeet,101,Brown,Large,16.928786307104836,0,0,56,209,1,0
1333,Conejo,Golden Retriever,57,Black,Large,22.70246416942997,1,0,38,395,1,0
1334,Perro,Persian,138,White,Medium,23.7339290651312,1,0,86,418,0,1
1335,Conejo,Labrador,168,Black,Small,10.413655144811395,1,0,61,70,0,1
1336,Ave,Poodle,135,Orange,Small,21.91361877820244,0,0,47,488,0,0
1337,Perro,Labrador,103,Orange,Small,20.075874621049397,1,0,54,359,0,1
1338,Conejo,Poodle,166,Orange,Small,28.814256467892523,1,0,46,88,1,0
1339,Perro,Poodle,85,Brown,Medium,28.00161842473243,1,0,68,261,0,1
1340,Ave,Labrador,61,Gray,Small,23.892000442503733,0,0,4,448,0,0
1341,Conejo,Parakeet,3,Black,Large,21.978445976792923,0,0,66,365,0,0
1342,Perro,Poodle,128,Black,Large,8.947206101424,0,0,43,463,0,0
1343,Ave,Labrador,179,Black,Small,25.53299242685747,0,0,62,187,0,0
1344,Perro,Poodle,86,Black,Large,13.397665407687619,1,0,85,111,0,0
1345,Perro,Siamese,47,Orange,Medium,8.894975732675295,1,0,85,451,0,1
1346,Gato,Parakeet,76,Black,Small,12.140661980650412,1,0,85,412,0,0
1347,Gato,Persian,38,Gray,Small,25.24212921047873,0,0,4,421,1,0
1348,Ave,Poodle,164,Orange,Medium,5.310363251758665,0,0,65,238,0,0
1349,Gato,Siamese,169,Black,Large,14.228603492474852,0,0,62,475,0,0
1350,Ave,Persian,141,Brown,Medium,15.278370241355201,0,1,2,255,1,0
1351,Gato,Persian,87,White,Medium,2.0622612303657624,1,0,9,149,1,1
1352,Perro,Poodle,58,White,Large,6.676634856896794,0,0,57,126,1,0
1353,Ave,Labrador,50,White,Medium,24.975530428699837,0,1,45,391,1,0
1354,Ave,Poodle,30,Orange,Large,25.09225426924806,1,0,18,318,0,0
1355,Perro,Siamese,101,Black,Large,9.480037432643192,1,0,48,479,0,0
1356,Ave,Persian,25,Orange,Medium,26.37201980333986,1,0,42,480,0,1
1357,Ave,Poodle,112,Gray,Large,23.381705232982085,1,0,41,396,0,0
1358,Gato,Labrador,155,Brown,Medium,13.119317030066874,0,0,75,410,1,1
1359,Ave,Poodle,179,Brown,Large,22.703783987746096,1,0,89,401,0,0
1360,Conejo,Parakeet,126,White,Small,28.878704304649382,1,0,58,273,1,0
1361,Perro,Labrador,123,White,Large,14.310121823895116,1,0,42,332,1,1
1362,Gato,Siamese,47,White,Large,7.914388189651025,1,0,35,469,0,0
1363,Gato,Persian,118,Black,Medium,28.31267850145452,0,0,38,445,1,0
1364,Conejo,Poodle,39,Gray,Large,18.508584368334436,1,0,67,397,0,0
1365,Perro,Labrador,16,Gray,Small,4.052689711932333,0,0,41,138,0,1
1366,Perro,Parakeet,22,Gray,Small,17.607801659843993,1,0,50,102,1,1
1367,Gato,Labrador,54,Gray,Large,15.516845794000663,1,0,86,241,0,1
1368,Ave,Golden Retriever,149,White,Large,25.81207792819134,1,0,72,116,1,0
1369,Gato,Parakeet,16,Brown,Small,16.39016050314212,1,0,79,213,0,1
1370,Perro,Siamese,59,White,Medium,8.401740595984219,1,1,45,483,0,0
1371,Conejo,Persian,31,Gray,Small,20.59367785208177,0,1,71,16,1,0
1372,Gato,Siamese,170,White,Small,16.734688123531825,1,0,19,178,0,0
1373,Perro,Poodle,32,Gray,Large,7.758294219739301,1,0,17,223,0,0
1374,Gato,Labrador,162,Orange,Large,17.63520788034433,0,0,65,269,0,0
1375,Ave,Golden Retriever,9,Brown,Small,24.824531758800898,1,0,77,489,1,1
1376,Gato,Parakeet,139,Orange,Medium,1.8285566139963025,1,1,56,312,0,0
1377,Gato,Parakeet,10,Black,Small,19.29468012070824,1,0,41,348,1,1
1378,Perro,Labrador,17,White,Small,11.13797067774737,1,1,42,133,0,1
1379,Perro,Golden Retriever,68,Black,Medium,9.4874719270233,1,0,6,113,0,1
1380,Perro,Labrador,48,White,Small,12.385044760472226,0,0,69,440,1,0
1381,Gato,Poodle,111,Orange,Small,10.918657263191468,0,0,75,131,0,0
1382,Ave,Siamese,153,Gray,Large,25.134934094544807,1,0,73,138,0,0
1383,Conejo,Parakeet,123,Gray,Medium,8.969136512269117,1,0,40,364,1,1
1384,Conejo,Poodle,149,White,Large,22.261437670090977,1,0,41,231,1,0
1385,Perro,Siamese,101,Gray,Large,3.727734786629073,0,0,9,457,0,0
1386,Perro,Poodle,102,Orange,Medium,28.590494802048052,0,0,8,374,0,0
1387,Gato,Golden Retriever,65,Gray,Medium,19.047182480208,0,0,44,91,1,0
1388,Conejo,Parakeet,51,Orange,Small,21.494838734292244,1,0,58,266,1,0
1389,Perro,Labrador,36,Black,Large,9.64314063073908,1,1,67,98,1,0
1390,Ave,Labrador,81,Orange,Medium,12.950800492535324,1,0,13,206,0,1
1391,Ave,Siamese,127,Brown,Large,7.4895732018583105,0,0,19,7,1,0
1392,Perro,Persian,88,Brown,Large,28.043546488264493,0,1,49,467,0,0
1393,Perro,Golden Retriever,104,Brown,Medium,15.155028965939954,1,0,80,369,0,1
1394,Conejo,Siamese,15,White,Small,19.28299535408171,0,0,82,442,0,0
1395,Conejo,Persian,96,White,Large,22.293888885390746,1,1,78,404,0,0
1396,Gato,Poodle,167,White,Medium,11.76207664188663,1,0,30,320,0,1
1397,Conejo,Golden Retriever,123,Orange,Small,21.882947981635095,1,0,66,92,0,0
1398,Ave,Poodle,1,White,Large,20.603782202933864,1,0,77,407,0,1
1399,Ave,Parakeet,151,Black,Medium,21.46412068234445,1,0,59,157,0,1
1400,Perro,Golden Retriever,122,Brown,Large,15.187667105933773,0,0,53,359,0,0
1401,Conejo,Persian,167,Orange,Medium,12.105184086456896,1,1,52,98,0,0
1402,Gato,Parakeet,126,Brown,Medium,7.440383458060706,1,0,81,224,0,1
1403,Ave,Labrador,57,White,Large,24.914164231225893,0,0,31,339,0,0
1404,Ave,Persian,81,Orange,Large,18.642151349418683,1,0,15,440,0,0
1405,Gato,Siamese,162,Gray,Medium,13.886213686827354,0,0,20,207,0,0
1406,Gato,Labrador,169,Black,Small,28.37588129460773,0,1,5,72,1,0
1407,Ave,Labrador,73,White,Large,2.3873255627041257,0,0,7,478,1,0
1408,Ave,Siamese,141,White,Medium,25.65498641094638,1,1,18,400,1,0
1409,Gato,Golden Retriever,70,Black,Medium,29.9298951954332,1,0,56,58,0,1
1410,Ave,Labrador,6,Black,Small,26.721321215603155,1,0,75,286,0,1
1411,Perro,Persian,84,Gray,Small,24.502660982853133,0,1,45,63,0,0
1412,Perro,Parakeet,52,White,Small,11.854873808783415,1,1,28,255,1,0
1413,Gato,Labrador,3,White,Large,7.7081112856065115,1,1,50,47,0,1
1414,Conejo,Persian,81,Brown,Medium,22.31066509448843,1,0,2,278,0,1
1415,Gato,Poodle,63,Orange,Medium,9.832685622368484,0,0,84,197,0,0
1416,Gato,Persian,49,Orange,Medium,6.1051507824941496,0,0,68,157,0,0
1417,Conejo,Parakeet,76,Brown,Small,23.809250726004148,0,1,77,310,1,0
1418,Conejo,Persian,112,Orange,Medium,10.063765914864945,1,0,24,6,1,1
1419,Conejo,Siamese,175,Black,Large,27.51881015513281,1,0,48,247,1,0
1420,Perro,Parakeet,109,Orange,Small,25.378346699754633,1,0,45,367,0,0
1421,Ave,Golden Retriever,65,Orange,Small,25.5815695557684,1,0,58,231,1,0
1422,Perro,Poodle,81,Brown,Small,23.37552205561896,1,1,36,105,0,0
1423,Ave,Siamese,15,Gray,Small,26.545561289467365,1,0,2,493,1,1
1424,Perro,Golden Retriever,100,Orange,Large,24.366659873165485,1,0,18,458,0,0
1425,Ave,Persian,32,Orange,Medium,18.47282954366713,0,0,49,97,0,0
1426,Perro,Parakeet,96,Gray,Large,9.578858838874032,0,0,8,267,0,0
1427,Conejo,Poodle,128,Brown,Medium,26.758066603210324,1,0,58,59,0,1
1428,Gato,Siamese,146,Gray,Large,25.377505060422564,1,0,15,499,1,0
1429,Perro,Golden Retriever,113,Brown,Small,14.713500344105807,0,0,17,307,1,0
1430,Ave,Golden Retriever,83,Black,Small,2.1332818940567004,1,0,23,492,0,0
1431,Conejo,Poodle,43,Brown,Large,19.51776809465549,1,0,66,494,0,0
1432,Perro,Persian,116,Black,Large,2.46730875662087,1,0,70,410,0,0
1433,Perro,Poodle,163,Black,Medium,27.86211889360381,1,0,27,139,1,1
1434,Conejo,Golden Retriever,78,Brown,Large,28.887306442133905,1,0,37,396,0,0
1435,Perro,Labrador,58,White,Large,6.495214231088522,1,0,49,327,0,1
1436,Gato,Siamese,33,Brown,Medium,20.615291963592387,0,0,64,463,0,0
1437,Perro,Poodle,14,Orange,Medium,3.67580113232012,1,1,34,189,0,1
1438,Gato,Golden Retriever,162,Orange,Medium,22.15599092862054,1,0,18,124,1,1
1439,Gato,Persian,132,White,Large,11.071342318427563,1,0,64,412,0,0
1440,Conejo,Golden Retriever,59,Black,Medium,20.750453240182914,1,1,74,162,0,0
1441,Perro,Persian,157,White,Small,11.813418766863158,0,0,44,59,1,0
1442,Conejo,Poodle,83,Orange,Small,5.221457785163836,1,1,17,412,0,0
1443,Perro,Persian,134,White,Small,12.777189434574177,0,0,59,30,0,0
1444,Perro,Parakeet,121,Brown,Large,4.267532272408911,1,1,13,332,0,0
1445,Ave,Parakeet,177,White,Small,17.72961497433143,1,1,52,75,0,0
1446,Perro,Parakeet,168,Black,Large,2.1875944323349135,1,0,60,242,0,0
1447,Conejo,Labrador,83,Brown,Large,16.292270708395932,1,0,42,316,1,1
1448,Gato,Poodle,27,Gray,Small,26.704690765770685,1,0,64,257,1,0
1449,Perro,Golden Retriever,80,Orange,Medium,25.29832483346152,0,0,66,416,1,0
1450,Ave,Golden Retriever,134,Orange,Large,26.60066928916841,1,0,34,455,1,0
1451,Conejo,Labrador,13,White,Small,27.739415261686112,0,0,87,189,0,1
1452,Perro,Persian,64,Brown,Large,4.031308748395133,1,0,71,488,0,0
1453,Conejo,Labrador,147,Gray,Medium,4.733668883395679,0,0,64,376,0,1
1454,Ave,Persian,80,Brown,Medium,17.15319738308073,1,1,33,314,1,0
1455,Ave,Persian,123,Orange,Small,26.925207384308447,1,0,12,295,0,0
1456,Conejo,Siamese,43,Brown,Large,29.25613423919689,1,0,76,176,0,0
1457,Perro,Golden Retriever,89,Gray,Large,2.3415956028599987,1,0,19,488,0,0
1458,Gato,Parakeet,148,White,Large,11.317448441819144,1,0,9,287,0,0
1459,Ave,Persian,95,Black,Large,7.17393338513981,1,0,74,293,0,0
1460,Perro,Siamese,172,Brown,Small,22.923009619006194,1,1,17,347,1,0
1461,Perro,Golden Retriever,151,Black,Medium,19.565622187573926,1,0,50,206,0,1
1462,Gato,Parakeet,2,Orange,Small,4.4767529130315165,1,0,39,214,1,1
1463,Ave,Persian,120,White,Large,15.022139953584173,1,1,41,343,0,0
1464,Ave,Persian,22,White,Large,20.87777514876745,1,1,10,140,1,0
1465,Perro,Labrador,115,Brown,Medium,23.59115642379709,1,0,12,84,1,1
1466,Perro,Labrador,57,White,Large,1.5815285837362474,1,0,79,181,1,1
1467,Gato,Golden Retriever,72,Brown,Small,26.823617645532806,1,0,15,331,0,0
1468,Gato,Parakeet,7,Brown,Small,17.509160105565208,0,0,28,127,0,0
1469,Ave,Persian,119,Black,Medium,24.545364333837234,1,1,4,268,0,0
1470,Conejo,Golden Retriever,114,White,Small,24.43020287041422,1,0,36,38,0,0
1471,Ave,Golden Retriever,16,Brown,Small,6.505727147858105,1,0,65,22,0,1
1472,Perro,Poodle,83,Black,Small,4.1949914873553595,1,1,47,241,1,0
1473,Ave,Labrador,179,Gray,Small,21.917330800240972,0,0,81,365,0,0
1474,Conejo,Parakeet,72,Black,Large,5.536380645826953,0,1,39,106,0,0
1475,Gato,Persian,124,Black,Small,25.64818725073699,1,0,38,347,0,0
1476,Conejo,Golden Retriever,113,Brown,Medium,22.05949503200105,1,0,44,141,1,1
1477,Conejo,Persian,12,Orange,Medium,25.412935566592616,1,0,51,144,1,1
1478,Conejo,Poodle,126,Orange,Small,9.671367708671037,1,0,85,279,0,0
1479,Gato,Parakeet,53,Orange,Medium,10.181343751906502,1,0,26,244,0,1
1480,Conejo,Golden Retriever,75,Black,Small,20.465425134043212,1,0,36,441,1,0
1481,Conejo,Persian,133,Brown,Medium,1.9119326967094787,1,0,69,190,0,1
1482,Conejo,Labrador,27,White,Medium,22.06840564378526,1,1,1,289,0,1
1483,Perro,Poodle,140,Black,Small,25.237709054783437,1,0,53,178,1,0
1484,Conejo,Parakeet,145,Black,Small,13.039744011519016,0,0,6,111,1,0
1485,Gato,Poodle,134,Brown,Large,23.18148607256559,1,0,37,213,0,0
1486,Conejo,Labrador,97,Gray,Small,6.063716592485596,1,1,2,137,0,0
1487,Conejo,Parakeet,5,Black,Small,10.345551420765055,1,0,69,373,0,1
1488,Gato,Poodle,57,Gray,Large,29.254843930203844,1,0,41,199,0,0
1489,Conejo,Siamese,156,Gray,Small,29.603517033243662,1,0,51,404,0,0
1490,Gato,Labrador,78,Orange,Small,15.865546537626052,0,0,47,420,0,0
1491,Conejo,Labrador,69,Brown,Large,28.09382395245243,1,0,13,6,0,1
1492,Gato,Labrador,118,Gray,Small,16.15918966364878,0,0,76,345,0,0
1493,Conejo,Siamese,120,Brown,Small,9.456055716673562,1,0,69,12,0,0
1494,Conejo,Siamese,59,Orange,Large,8.740079354864383,1,1,66,79,0,0
1495,Perro,Persian,33,Brown,Large,27.955665455676314,1,1,59,285,0,0
1496,Perro,Golden Retriever,62,Black,Medium,6.000945280241914,0,0,68,158,0,0
1497,Conejo,Poodle,50,Gray,Small,17.809341287852728,0,0,59,388,0,0
1498,Conejo,Persian,112,Brown,Medium,17.110226973818868,0,0,10,415,0,0
1499,Ave,Poodle,19,White,Medium,22.449028854936852,0,0,13,271,1,1
1500,Gato,Golden Retriever,123,Brown,Large,15.478044318218467,1,1,2,494,0,0
1501,Ave,Siamese,47,Gray,Small,8.896284160535892,1,0,15,200,1,0
1502,Perro,Golden Retriever,167,Orange,Small,5.9124984893157775,1,0,46,149,0,0
1503,Perro,Siamese,33,Orange,Large,19.00374530167086,0,1,57,447,0,0
1504,Perro,Golden Retriever,141,Gray,Medium,21.85073194874376,1,0,10,427,0,1
1505,Perro,Persian,84,Black,Large,17.516117081778948,1,0,22,295,0,0
1506,Conejo,Parakeet,135,Black,Small,22.41218703651465,0,0,89,492,1,0
1507,Perro,Persian,79,Orange,Large,5.104114871048844,1,0,79,292,1,0
1508,Conejo,Poodle,14,Orange,Small,26.59163565335093,0,0,77,333,1,0
1509,Conejo,Persian,147,Gray,Medium,17.88946974384659,0,0,8,271,0,0
1510,Perro,Labrador,128,Black,Small,4.678473879885318,1,0,21,42,0,1
1511,Perro,Poodle,54,Orange,Medium,14.395830921966315,1,0,85,467,0,1
